종목명,년도,성별,필기시험접수,필기시험응시,필기시험합격,필기시험합격률(퍼센트),실기시험접수,실기시험응시,실기시험합격,실기시험합격률(퍼센트),자격취득자현황(명)
생산관리분야,전체,전체,187239,132805,50644,38.1,82632,70567,26462,37.5,35086
생산관리분야,2016(누적),전체,161267,114331,41919,36.7,67783,57864,20853,36,29477
생산관리분야,2017,전체,5787,4166,1759,42.2,3077,2680,910,34,910
생산관리분야,2017,여자,1421,1056,446,42.2,756,673,237,35.2,237
생산관리분야,2018,전체,4827,3500,1523,43.5,2806,2424,1143,47.2,1143
생산관리분야,2018,여자,1295,973,405,41.6,674,598,297,49.7,297
생산관리분야,2019,전체,5159,3664,1679,45.8,2897,2489,837,33.6,837
생산관리분야,2019,여자,1326,984,458,46.5,737,646,217,33.6,217
생산관리분야,2020,전체,4557,3392,1991,58.7,3407,2849,1562,54.8,1562
생산관리분야,2020,여자,1382,1041,616,59.2,996,845,474,56.1,475
생산관리분야,2021,전체,5642,3752,1773,47.3,2662,2261,1157,51.2,1157
생산관리분야,2021,여자,1711,1171,588,50.2,868,754,367,48.7,367
공정관리,전체,전체,8629,6041,1601,26.5,1191,1049,358,34.1,0
공정관리,2016(누적),전체,8629,6041,1601,26.5,1191,1049,358,34.1,0
품질경영,전체,전체,68402,46690,17951,38.4,31931,26842,11349,42.3,34970
품질경영,2016(누적),전체,42723,28458,9336,32.8,17255,14295,5769,40.4,29390
품질경영,2017,전체,5741,4126,1739,42.1,3046,2653,900,33.9,900
품질경영,2017,여자,1411,1047,440,42,746,664,236,35.5,236
품질경영,2018,전체,4774,3459,1506,43.5,2773,2395,1139,47.6,1139
품질경영,2018,여자,1284,964,401,41.6,663,589,296,50.3,296
품질경영,2019,전체,5099,3617,1644,45.5,2858,2454,835,34,835
품질경영,2019,여자,1310,973,450,46.2,728,639,217,34,217
품질경영,2020,전체,4498,3343,1973,59,3370,2815,1552,55.1,1552
품질경영,2020,여자,1370,1030,614,59.6,989,838,473,56.4,474
품질경영,2021,전체,5567,3687,1753,47.5,2629,2230,1154,51.7,1154
품질경영,2021,여자,1689,1152,584,50.7,864,751,367,48.9,367
품질관리,전체,전체,109150,79211,30765,38.8,49039,42253,14639,34.6,0
품질관리,2016(누적),전체,109150,79211,30765,38.8,49039,42253,14639,34.6,0
포장,전체,전체,1058,863,327,37.9,471,423,116,27.4,116
포장,2016(누적),전체,765,621,217,34.9,298,267,87,32.6,87
포장,2017,전체,46,40,20,50,31,27,10,37,10
포장,2017,여자,10,9,6,66.7,10,9,1,11.1,1
포장,2018,전체,53,41,17,41.5,33,29,4,13.8,4
포장,2018,여자,11,9,4,44.4,11,9,1,11.1,1
포장,2019,전체,60,47,35,74.5,39,35,2,5.7,2
포장,2019,여자,16,11,8,72.7,9,7,0,0,0
포장,2020,전체,59,49,18,36.7,37,34,10,29.4,10
포장,2020,여자,12,11,2,18.2,7,7,1,14.3,1
포장,2021,전체,75,65,20,30.8,33,31,3,9.7,3
포장,2021,여자,22,19,4,21.1,4,3,0,0,0
디자인분야,전체,전체,103404,79922,49761,62.3,63961,51301,22796,44.4,22803
디자인분야,2016(누적),전체,84145,64871,40205,62,52419,41484,18626,44.9,18633
디자인분야,2017,전체,3430,2639,1623,61.5,2076,1754,681,38.8,681
디자인분야,2017,여자,3009,2327,1439,61.8,1871,1594,641,40.2,641
디자인분야,2018,전체,3288,2500,1495,59.8,2045,1705,739,43.3,739
디자인분야,2018,여자,2898,2207,1327,60.1,1801,1515,677,44.7,678
디자인분야,2019,전체,3418,2642,1668,63.1,2136,1818,853,46.9,853
디자인분야,2019,여자,2993,2321,1467,63.2,1897,1627,781,48,781
디자인분야,2020,전체,3819,3146,2175,69.1,2017,1775,667,37.6,667
디자인분야,2020,여자,3207,2650,1828,69,1797,1586,617,38.9,617
디자인분야,2021,전체,5304,4124,2595,62.9,3268,2765,1230,44.5,1230
디자인분야,2021,여자,4460,3456,2152,62.3,2714,2310,1098,47.5,1098
서비스·경험디자인,전체,전체,2162,1780,1460,82,1049,920,197,21.4,197
서비스·경험디자인,2020,전체,744,609,550,90.3,0,0,0,0,0
서비스·경험디자인,2020,여자,509,409,375,91.7,0,0,0,0,0
서비스·경험디자인,2021,전체,1418,1171,910,77.7,1049,920,197,21.4,197
서비스·경험디자인,2021,여자,1030,837,652,77.9,734,650,140,21.5,140
제품디자인,전체,전체,1792,1385,514,37.1,560,459,225,49,232
제품디자인,2016(누적),전체,1605,1240,424,34.2,477,384,176,45.8,183
제품디자인,2017,전체,34,24,19,79.2,19,16,7,43.8,7
제품디자인,2017,여자,17,14,12,85.7,12,10,5,50,5
제품디자인,2018,전체,40,32,23,71.9,22,21,19,90.5,19
제품디자인,2018,여자,19,13,9,69.2,7,7,7,100,7
제품디자인,2019,전체,38,30,13,43.3,10,9,7,77.8,7
제품디자인,2019,여자,19,14,7,50,6,6,5,83.3,5
제품디자인,2020,전체,33,25,16,64,9,9,4,44.4,4
제품디자인,2020,여자,19,15,10,66.7,4,4,2,50,2
제품디자인,2021,전체,42,34,19,55.9,23,20,12,60,12
제품디자인,2021,여자,25,22,14,63.6,17,14,8,57.1,8
시각디자인,전체,전체,6922,5479,3610,65.9,4203,3620,1798,49.7,1798
시각디자인,2016(누적),전체,5232,4089,2591,63.4,3087,2595,1205,46.4,1205
시각디자인,2017,전체,323,250,189,75.6,181,165,67,40.6,67
시각디자인,2017,여자,250,196,146,74.5,137,127,52,40.9,52
시각디자인,2018,전체,259,212,156,73.6,196,180,137,76.1,137
시각디자인,2018,여자,199,158,118,74.7,146,133,107,80.5,107
시각디자인,2019,전체,328,281,196,69.8,205,178,111,62.4,111
시각디자인,2019,여자,255,220,153,69.5,159,135,87,64.4,87
시각디자인,2020,전체,362,302,241,79.8,258,246,121,49.2,121
시각디자인,2020,여자,297,249,200,80.3,211,200,104,52,104
시각디자인,2021,전체,418,345,237,68.7,276,256,157,61.3,157
시각디자인,2021,여자,348,292,205,70.2,234,219,140,63.9,140
컬러리스트,전체,전체,92528,71278,44177,62,58149,46302,20576,44.4,20576
컬러리스트,2016(누적),전체,77308,59542,37190,62.5,48855,38505,17245,44.8,17245
컬러리스트,2017,전체,3073,2365,1415,59.8,1876,1573,607,38.6,607
컬러리스트,2017,여자,2742,2117,1281,60.5,1722,1457,584,40.1,584
컬러리스트,2018,전체,2989,2256,1316,58.3,1827,1504,583,38.8,583
컬러리스트,2018,여자,2680,2036,1200,58.9,1648,1375,563,40.9,564
컬러리스트,2019,전체,3052,2331,1459,62.6,1921,1631,735,45.1,735
컬러리스트,2019,여자,2719,2087,1307,62.6,1732,1486,689,46.4,689
컬러리스트,2020,전체,2680,2210,1368,61.9,1750,1520,542,35.7,542
컬러리스트,2020,여자,2382,1977,1243,62.9,1582,1382,511,37,511
컬러리스트,2021,전체,3426,2574,1429,55.5,1920,1569,864,55.1,864
컬러리스트,2021,여자,3057,2305,1281,55.6,1729,1427,810,56.8,810
건축분야,전체,전체,1336377,932087,287352,30.8,680830,526706,164005,31.1,178224
건축분야,2016(누적),전체,1159304,809673,241822,29.9,589740,453167,133308,29.4,147527
건축분야,2017,전체,32929,22488,7154,31.8,15262,12444,5264,42.3,5264
건축분야,2017,여자,9358,6775,2176,32.1,4470,3769,1616,42.9,1616
건축분야,2018,전체,33322,23021,7957,34.6,15729,12771,5354,41.9,5354
건축분야,2018,여자,9794,7187,2561,35.6,4691,3907,1785,45.7,1785
건축분야,2019,전체,36065,24709,8931,36.1,17459,14186,5928,41.8,5928
건축분야,2019,여자,10892,7969,3011,37.8,5377,4525,1948,43,1948
건축분야,2020,전체,31393,22838,9901,43.4,20729,16326,6323,38.7,6323
건축분야,2020,여자,9789,7455,3419,45.9,6833,5503,2275,41.3,2275
건축분야,2021,전체,43364,29358,11587,39.5,21911,17812,7828,43.9,7828
건축분야,2021,여자,12861,9180,3762,41,6751,5667,2716,47.9,2716
실내건축,전체,전체,123636,87901,36489,41.5,59893,42147,14912,35.4,14912
실내건축,2016(누적),전체,102529,71995,28623,39.8,50556,34237,9778,28.6,9778
실내건축,2017,전체,3794,2776,1226,44.2,1483,1286,729,56.7,729
실내건축,2017,여자,2419,1808,773,42.8,951,850,507,59.6,507
실내건축,2018,전체,4112,3124,1507,48.2,1675,1415,1054,74.5,1054
실내건축,2018,여자,2642,2052,1003,48.9,1108,970,757,78,757
실내건축,2019,전체,4436,3335,1614,48.4,1975,1672,997,59.6,997
실내건축,2019,여자,2824,2216,1069,48.2,1294,1129,732,64.8,732
실내건축,2020,전체,3782,2977,1643,55.2,2205,1820,1128,62,1128
실내건축,2020,여자,2466,2007,1137,56.7,1512,1281,836,65.3,836
실내건축,2021,전체,4983,3694,1876,50.8,1999,1717,1226,71.4,1226
실내건축,2021,여자,3253,2495,1279,51.3,1377,1215,919,75.6,919
건축,전체,전체,1110637,777468,229114,29.5,575156,449588,138091,30.7,152304
건축,2016(누적),전체,972700,683424,198035,29,505197,393219,115631,29.4,129844
건축,2017,전체,26126,17731,5028,28.4,12084,9845,4108,41.7,4108
건축,2017,여자,6612,4746,1311,27.6,3346,2789,1075,38.5,1075
건축,2018,전체,26453,18070,5583,30.9,12280,9971,3861,38.7,3861
건축,2018,여자,6812,4917,1468,29.9,3396,2792,980,35.1,980
건축,2019,전체,28605,19351,6275,32.4,13422,10891,4340,39.8,4340
건축,2019,여자,7675,5485,1823,33.2,3876,3227,1161,36,1161
건축,2020,전체,24668,17706,7028,39.7,16106,12689,4707,37.1,4707
건축,2020,여자,6991,5220,2160,41.4,5070,4030,1389,34.5,1389
건축,2021,전체,32085,21186,7165,33.8,16067,12973,5444,42,5444
건축,2021,여자,9029,6332,2304,36.4,5084,4220,1720,40.8,1720
건축설비,전체,전체,102104,66718,21749,32.6,45781,34971,11002,31.5,11008
건축설비,2016(누적),전체,84075,54254,15164,28,33987,25711,7899,30.7,7905
건축설비,2017,전체,3009,1981,900,45.4,1695,1313,427,32.5,427
건축설비,2017,여자,327,221,92,41.6,173,130,34,26.2,34
건축설비,2018,전체,2757,1827,867,47.5,1774,1385,439,31.7,439
건축설비,2018,여자,340,218,90,41.3,187,145,48,33.1,48
건축설비,2019,전체,3024,2023,1042,51.5,2062,1623,591,36.4,591
건축설비,2019,여자,393,268,119,44.4,207,169,55,32.5,55
건축설비,2020,전체,2943,2155,1230,57.1,2418,1817,488,26.9,488
건축설비,2020,여자,332,228,122,53.5,251,192,50,26,50
건축설비,2021,전체,6296,4478,2546,56.9,3845,3122,1158,37.1,1158
건축설비,2021,여자,579,353,179,50.7,290,232,77,33.2,77
토목분야,전체,전체,1126485,798928,260776,32.6,503624,442883,183720,41.5,197778
토목분야,2016(누적),전체,987477,702775,226454,32.2,441662,388186,156213,40.2,170271
토목분야,2017,전체,26942,18765,6543,34.9,11388,10138,5027,49.6,5027
토목분야,2017,여자,3401,2651,1000,37.7,1659,1507,746,49.5,746
토목분야,2018,전체,26782,18737,6636,35.4,11224,10003,5527,55.3,5527
토목분야,2018,여자,3644,2791,1085,38.9,1726,1577,862,54.7,862
토목분야,2019,전체,27779,19148,6869,35.9,13862,12324,5587,45.3,5587
토목분야,2019,여자,4007,3050,1207,39.6,2299,2114,946,44.7,946
토목분야,2020,전체,25005,18001,7033,39.1,12658,10893,5591,51.3,5591
토목분야,2020,여자,4265,3286,1469,44.7,2468,2157,1142,52.9,1142
토목분야,2021,전체,32500,21502,7241,33.7,12830,11339,5775,50.9,5775
토목분야,2021,여자,5595,4049,1540,38,2582,2314,1152,49.8,1152
콘크리트,전체,전체,49371,32117,10658,33.2,14475,12926,8087,62.6,8087
콘크리트,2016(누적),전체,34006,22758,7424,32.6,9398,8424,5361,63.6,5361
콘크리트,2017,전체,3058,1873,704,37.6,1099,999,588,58.9,588
콘크리트,2017,여자,137,93,38,40.9,49,45,26,57.8,26
콘크리트,2018,전체,2940,1788,631,35.3,976,858,514,59.9,514
콘크리트,2018,여자,131,85,35,41.2,45,40,23,57.5,23
콘크리트,2019,전체,2988,1797,646,35.9,1004,882,547,62,547
콘크리트,2019,여자,129,82,38,46.3,59,57,38,66.7,38
콘크리트,2020,전체,2629,1719,526,30.6,949,834,467,56,467
콘크리트,2020,여자,161,104,37,35.6,50,40,26,65,26
콘크리트,2021,전체,3750,2182,727,33.3,1049,929,610,65.7,610
콘크리트,2021,여자,200,119,48,40.3,69,63,39,61.9,39
토목,전체,전체,689978,500994,148111,29.6,314181,288111,112563,39.1,122837
토목,2016(누적),전체,616669,448724,131714,29.4,279765,257718,98270,38.1,108544
토목,2017,전체,14382,10385,3125,30.1,6333,5653,2563,45.3,2563
토목,2017,여자,1822,1410,439,31.1,832,754,356,47.2,356
토목,2018,전체,14060,10118,3073,30.4,5917,5283,2941,55.7,2941
토목,2018,여자,1919,1477,439,29.7,817,749,424,56.6,424
토목,2019,전체,14377,10304,3424,33.2,8166,7321,2837,38.8,2837
토목,2019,여자,2096,1630,553,33.9,1245,1134,438,38.6,438
토목,2020,전체,13516,9940,3555,35.8,7038,5963,3006,50.4,3006
토목,2020,여자,2259,1755,664,37.8,1264,1063,567,53.3,567
토목,2021,전체,16974,11523,3220,27.9,6962,6173,2946,47.7,2946
토목,2021,여자,2927,2140,614,28.7,1292,1148,541,47.1,541
항로표지,전체,전체,2140,1639,842,51.4,1093,977,415,42.5,415
항로표지,2016(누적),전체,1536,1170,550,47,762,678,312,46,312
항로표지,2017,전체,85,59,22,37.3,21,20,10,50,10
항로표지,2017,여자,19,16,5,31.3,4,4,1,25,1
항로표지,2018,전체,110,84,51,60.7,46,43,25,58.1,25
항로표지,2018,여자,16,10,6,60,3,3,3,100,3
항로표지,2019,전체,157,123,94,76.4,83,78,44,56.4,44
항로표지,2019,여자,29,27,26,96.3,19,17,11,64.7,11
항로표지,2020,전체,133,109,58,53.2,80,75,24,32,24
항로표지,2020,여자,31,25,17,68,20,19,5,26.3,5
항로표지,2021,전체,119,94,67,71.3,101,83,0,0,0
항로표지,2021,여자,42,35,28,80,34,28,0,0,0
측량및지형공간정보,전체,전체,122924,79462,28272,35.6,54918,45722,16959,37.1,19127
측량및지형공간정보,2016(누적),전체,107718,69545,24606,35.4,48426,39956,14262,35.7,16430
측량및지형공간정보,2017,전체,2959,1852,658,35.5,1158,1031,462,44.8,462
측량및지형공간정보,2017,여자,381,278,124,44.6,196,176,88,50,88
측량및지형공간정보,2018,전체,3055,2037,753,37,1267,1142,596,52.2,596
측량및지형공간정보,2018,여자,431,321,135,42.1,201,188,106,56.4,106
측량및지형공간정보,2019,전체,3248,2095,718,34.3,1335,1178,564,47.9,564
측량및지형공간정보,2019,여자,500,362,159,43.9,264,244,126,51.6,126
측량및지형공간정보,2020,전체,2561,1747,696,39.8,1316,1165,536,46,536
측량및지형공간정보,2020,여자,514,384,175,45.6,286,265,137,51.7,137
측량및지형공간정보,2021,전체,3383,2186,841,38.5,1416,1250,539,43.1,539
측량및지형공간정보,2021,여자,635,441,198,44.9,324,296,132,44.6,132
지적,전체,전체,88452,60906,19909,32.7,36585,31310,13827,44.2,14865
지적,2016(누적),전체,76572,52353,15919,30.4,30123,25642,11077,43.2,12115
지적,2017,전체,2121,1544,691,44.8,1064,934,584,62.5,584
지적,2017,여자,466,384,162,42.2,276,247,148,59.9,148
지적,2018,전체,2360,1709,830,48.6,1144,1008,444,44,444
지적,2018,여자,537,403,211,52.4,277,243,111,45.7,111
지적,2019,전체,2379,1719,707,41.1,1456,1259,573,45.5,573
지적,2019,여자,603,447,208,46.5,396,363,166,45.7,166
지적,2020,전체,2366,1777,910,51.2,1494,1320,624,47.3,624
지적,2020,여자,653,522,285,54.6,461,413,194,47,194
지적,2021,전체,2654,1804,852,47.2,1304,1147,525,45.8,525
지적,2021,여자,756,529,271,51.2,418,369,167,45.3,167
해양1급,전체,전체,0,0,0,0,0,0,0,0,28
해양1급,2016(누적),전체,0,0,0,0,0,0,0,0,28
해양환경,전체,전체,5381,4532,2190,48.3,3037,2857,1283,44.9,1309
해양환경,2016(누적),전체,3382,2793,1114,39.9,1577,1461,585,40,611
해양환경,2017,전체,381,338,212,62.7,283,269,86,32,86
해양환경,2017,여자,137,127,84,66.1,111,108,30,27.8,30
해양환경,2018,전체,405,357,246,68.9,337,322,170,52.8,170
해양환경,2018,여자,153,135,102,75.6,147,140,70,50,70
해양환경,2019,전체,372,324,188,58,278,267,161,60.3,161
해양환경,2019,여자,147,133,81,60.9,121,120,65,54.2,65
해양환경,2020,전체,401,342,213,62.3,272,264,136,51.5,136
해양환경,2020,여자,170,149,100,67.1,128,127,64,50.4,64
해양환경,2021,전체,440,378,217,57.4,290,274,145,52.9,145
해양환경,2021,여자,191,171,105,61.4,138,133,79,59.4,79
해양자원개발,전체,전체,874,670,267,39.9,356,286,74,25.9,77
해양자원개발,2016(누적),전체,751,574,218,38,289,232,49,21.1,52
해양자원개발,2017,전체,26,20,13,65,21,16,4,25,4
해양자원개발,2017,여자,7,7,6,85.7,11,7,2,28.6,2
해양자원개발,2018,전체,23,16,7,43.8,15,12,9,75,9
해양자원개발,2018,여자,5,4,1,25,6,4,4,100,4
해양자원개발,2019,전체,25,17,10,58.8,12,9,6,66.7,6
해양자원개발,2019,여자,7,5,3,60,4,2,1,50,1
해양자원개발,2020,전체,22,20,5,25,6,5,5,100,5
해양자원개발,2020,여자,7,7,1,14.3,1,1,1,100,1
해양자원개발,2021,전체,27,23,14,60.9,13,12,1,8.3,1
해양자원개발,2021,여자,7,7,4,57.1,3,2,0,0,0
해양공학,전체,전체,1603,1100,299,27.2,471,395,133,33.7,138
해양공학,2016(누적),전체,1510,1037,282,27.2,432,361,126,34.9,131
해양공학,2017,전체,25,16,6,37.5,17,14,0,0,0
해양공학,2017,여자,4,3,1,33.3,1,1,0,0,0
해양공학,2018,전체,16,11,2,18.2,8,7,1,14.3,1
해양공학,2018,여자,3,2,0,0,0,0,0,0,0
해양공학,2019,전체,20,13,2,15.4,4,3,1,33.3,1
해양공학,2019,여자,7,4,1,25,1,1,0,0,0
해양공학,2020,전체,15,11,4,36.4,5,5,1,20,1
해양공학,2020,여자,3,3,2,66.7,3,3,0,0,0
해양공학,2021,전체,17,12,3,25,5,5,4,80,4
해양공학,2021,여자,3,3,0,0,0,0,0,0,0
응용지질,전체,전체,21710,17213,6762,39.3,11160,9900,3747,37.8,4257
응용지질,2016(누적),전체,19297,15292,5984,39.1,9969,8797,3222,36.6,3732
응용지질,2017,전체,511,402,107,26.6,179,165,54,32.7,54
응용지질,2017,여자,145,129,36,27.9,62,58,19,32.8,19
응용지질,2018,전체,506,419,163,38.9,247,233,94,40.3,94
응용지질,2018,여자,151,137,60,43.8,95,89,35,39.3,35
응용지질,2019,전체,490,384,144,37.5,240,220,107,48.6,107
응용지질,2019,여자,141,118,51,43.2,81,80,35,43.8,35
응용지질,2020,전체,398,320,189,59.1,286,272,159,58.5,159
응용지질,2020,여자,131,111,72,64.9,107,102,60,58.8,60
응용지질,2021,전체,508,396,175,44.2,239,213,111,52.1,111
응용지질,2021,여자,185,164,83,50.6,110,100,52,52,52
건설재료시험,전체,전체,138742,96537,42062,43.6,65198,48638,25827,53.1,25831
건설재료시험,2016(누적),전체,121672,85483,37529,43.9,59164,43504,22307,51.3,22311
건설재료시험,2017,전체,3233,2157,974,45.2,1159,987,650,65.9,650
건설재료시험,2017,여자,275,198,104,52.5,114,104,73,70.2,73
건설재료시험,2018,전체,3162,2094,841,40.2,1213,1046,731,69.9,731
건설재료시험,2018,여자,294,215,96,44.7,135,121,86,71.1,86
건설재료시험,2019,전체,3538,2226,882,39.6,1203,1037,717,69.1,717
건설재료시험,2019,여자,340,235,82,34.9,104,92,65,70.7,65
건설재료시험,2020,전체,2751,1852,797,43,1118,905,569,62.9,569
건설재료시험,2020,여자,330,222,114,51.4,143,120,85,70.8,85
건설재료시험,2021,전체,4386,2725,1039,38.1,1341,1159,853,73.6,853
건설재료시험,2021,여자,637,432,182,42.1,186,168,138,82.1,138
철도보선,전체,전체,3630,2562,988,38.6,1555,1250,550,44,0
철도보선,2016(누적),전체,3630,2562,988,38.6,1555,1250,550,44,0
철도토목,전체,전체,1680,1196,416,34.8,595,511,255,49.9,807
철도토목,2016(누적),전체,734,484,126,26,202,163,92,56.4,644
철도토목,2017,전체,161,119,31,26.1,54,50,26,52,26
철도토목,2017,여자,8,6,1,16.7,3,3,3,100,3
철도토목,2018,전체,145,104,39,37.5,54,49,2,4.1,2
철도토목,2018,여자,4,2,0,0,0,0,0,0,0
철도토목,2019,전체,185,146,54,37,81,70,30,42.9,30
철도토목,2019,여자,8,7,5,71.4,5,4,1,25,1
철도토목,2020,전체,213,164,80,48.8,94,85,64,75.3,64
철도토목,2020,여자,6,4,2,50,5,4,3,75,3
철도토목,2021,전체,242,179,86,48,110,94,41,43.6,41
철도토목,2021,여자,12,8,7,87.5,8,7,4,57.1,4
조경분야,전체,전체,198028,152481,28423,18.6,62766,51743,17696,34.2,19591
조경분야,2016(누적),전체,170175,130940,23884,18.2,53621,44200,14457,32.7,16352
조경분야,2017,전체,5646,4371,840,19.2,1524,1267,555,43.8,555
조경분야,2017,여자,2186,1757,337,19.2,580,486,252,51.9,252
조경분야,2018,전체,4992,3858,931,24.1,1846,1538,691,44.9,691
조경분야,2018,여자,1971,1559,378,24.2,700,599,300,50.1,300
조경분야,2019,전체,5712,4505,704,15.6,1700,1412,561,39.7,561
조경분야,2019,여자,2316,1893,296,15.6,663,588,268,45.6,268
조경분야,2020,전체,4943,3884,1056,27.2,1981,1632,702,43,702
조경분야,2020,여자,2054,1682,471,28,851,716,342,47.8,342
조경분야,2021,전체,6560,4923,1008,20.5,2094,1694,730,43.1,730
조경분야,2021,여자,2764,2142,457,21.3,942,786,375,47.7,375
조경,전체,전체,198028,152481,28423,18.6,62766,51743,17696,34.2,19591
조경,2016(누적),전체,170175,130940,23884,18.2,53621,44200,14457,32.7,16352
조경,2017,전체,5646,4371,840,19.2,1524,1267,555,43.8,555
조경,2017,여자,2186,1757,337,19.2,580,486,252,51.9,252
조경,2018,전체,4992,3858,931,24.1,1846,1538,691,44.9,691
조경,2018,여자,1971,1559,378,24.2,700,599,300,50.1,300
조경,2019,전체,5712,4505,704,15.6,1700,1412,561,39.7,561
조경,2019,여자,2316,1893,296,15.6,663,588,268,45.6,268
조경,2020,전체,4943,3884,1056,27.2,1981,1632,702,43,702
조경,2020,여자,2054,1682,471,28,851,716,342,47.8,342
조경,2021,전체,6560,4923,1008,20.5,2094,1694,730,43.1,730
조경,2021,여자,2764,2142,457,21.3,942,786,375,47.7,375
도시.교통분야,전체,전체,125066,92091,40841,44.3,90954,66388,17968,27.1,20187
도시.교통분야,2016(누적),전체,105615,77067,32486,42.2,72985,52674,13787,26.2,16006
도시.교통분야,2017,전체,3610,2789,1427,51.2,3089,2342,563,24,563
도시.교통분야,2017,여자,1189,956,476,49.8,1010,819,208,25.4,208
도시.교통분야,2018,전체,3846,2941,1537,52.3,3625,2808,667,23.8,667
도시.교통분야,2018,여자,1351,1073,608,56.7,1363,1084,257,23.7,257
도시.교통분야,2019,전체,3887,3013,1766,58.6,3904,3010,718,23.9,718
도시.교통분야,2019,여자,1312,1048,635,60.6,1502,1208,285,23.6,285
도시.교통분야,2020,전체,3458,2842,1761,62,3932,2971,1049,35.3,1049
도시.교통분야,2020,여자,1317,1125,705,62.7,1593,1221,439,36,439
도시.교통분야,2021,전체,4650,3439,1864,54.2,3419,2583,1184,45.8,1184
도시.교통분야,2021,여자,1813,1391,792,56.9,1428,1105,518,46.9,518
도시계획,전체,전체,86510,64373,28026,43.5,60063,43514,11634,26.7,13851
도시계획,2016(누적),전체,73143,53839,22303,41.4,48411,34917,8995,25.8,11212
도시계획,2017,전체,2421,1940,946,48.8,1774,1241,431,34.7,431
도시계획,2017,여자,819,671,314,46.8,576,442,166,37.6,166
도시계획,2018,전체,2659,2078,1062,51.1,2237,1687,475,28.2,475
도시계획,2018,여자,977,778,428,55,855,660,205,31.1,205
도시계획,2019,전체,2762,2180,1251,57.4,2557,1958,407,20.8,407
도시계획,2019,여자,975,778,459,59,991,789,172,21.8,172
도시계획,2020,전체,2347,1952,1192,61.1,2693,2003,539,26.9,539
도시계획,2020,여자,964,823,505,61.4,1121,848,247,29.1,247
도시계획,2021,전체,3178,2384,1272,53.4,2391,1708,787,46.1,787
도시계획,2021,여자,1349,1032,578,56,1063,785,383,48.8,383
교통,전체,전체,38556,27718,12815,46.2,30891,22874,6334,27.7,6336
교통,2016(누적),전체,32472,23228,10183,43.8,24574,17757,4792,27,4794
교통,2017,전체,1189,849,481,56.7,1315,1101,132,12,132
교통,2017,여자,370,285,162,56.8,434,377,42,11.1,42
교통,2018,전체,1187,863,475,55,1388,1121,192,17.1,192
교통,2018,여자,374,295,180,61,508,424,52,12.3,52
교통,2019,전체,1125,833,515,61.8,1347,1052,311,29.6,311
교통,2019,여자,337,270,176,65.2,511,419,113,27,113
교통,2020,전체,1111,890,569,63.9,1239,968,510,52.7,510
교통,2020,여자,353,302,200,66.2,472,373,192,51.5,192
교통,2021,전체,1472,1055,592,56.1,1028,875,397,45.4,397
교통,2021,여자,464,359,214,59.6,365,320,135,42.2,135
채광분야,전체,전체,45421,35430,13703,38.7,30443,26428,3876,14.7,6244
채광분야,2016(누적),전체,42348,33122,12837,38.8,28809,24927,3436,13.8,5804
채광분야,2017,전체,676,526,188,35.7,367,338,82,24.3,82
채광분야,2017,여자,18,14,4,28.6,14,14,7,50,7
채광분야,2018,전체,649,507,171,33.7,358,333,86,25.8,86
채광분야,2018,여자,19,15,6,40,7,7,3,42.9,3
채광분야,2019,전체,637,472,173,36.7,313,287,103,35.9,103
채광분야,2019,여자,23,17,6,35.3,10,10,2,20,2
채광분야,2020,전체,509,391,150,38.4,304,277,78,28.2,78
채광분야,2020,여자,17,13,6,46.2,8,6,4,66.7,4
채광분야,2021,전체,602,412,184,44.7,292,266,91,34.2,91
채광분야,2021,여자,28,23,11,47.8,9,9,4,44.4,4
화약류관리,전체,전체,33336,26241,11408,43.5,27959,24123,2859,11.9,3583
화약류관리,2016(누적),전체,30818,24333,10725,44.1,26573,22854,2532,11.1,3256
화약류관리,2017,전체,558,448,156,34.8,329,303,60,19.8,60
화약류관리,2017,여자,12,10,3,30,12,12,5,41.7,5
화약류관리,2018,전체,507,397,127,32,308,286,78,27.3,78
화약류관리,2018,여자,14,10,3,30,4,4,2,50,2
화약류관리,2019,전체,518,378,120,31.7,241,222,60,27,60
화약류관리,2019,여자,21,16,5,31.3,8,8,2,25,2
화약류관리,2020,전체,413,333,119,35.7,259,232,56,24.1,56
화약류관리,2020,여자,14,10,5,50,7,5,4,80,4
화약류관리,2021,전체,522,352,161,45.7,249,226,73,32.3,73
화약류관리,2021,여자,26,21,10,47.6,8,8,4,50,4
광산보안,전체,전체,10893,8351,2116,25.3,2192,2053,950,46.3,2594
광산보안,2016(누적),전체,10338,7951,1933,24.3,1944,1821,837,46,2481
광산보안,2017,전체,118,78,32,41,38,35,22,62.9,22
광산보안,2017,여자,6,4,1,25,2,2,2,100,2
광산보안,2018,전체,142,110,44,40,50,47,8,17,8
광산보안,2018,여자,5,5,3,60,3,3,1,33.3,1
광산보안,2019,전체,119,94,53,56.4,72,65,43,66.2,43
광산보안,2019,여자,2,1,1,100,2,2,0,0,0
광산보안,2020,전체,96,58,31,53.4,45,45,22,48.9,22
광산보안,2020,여자,3,3,1,33.3,1,1,0,0,0
광산보안,2021,전체,80,60,23,38.3,43,40,18,45,18
광산보안,2021,여자,2,2,1,50,1,1,0,0,0
지하수,전체,전체,1192,838,179,21.4,292,252,67,26.6,67
지하수,2016(누적),전체,1192,838,179,21.4,292,252,67,26.6,67
광해방지분야,전체,전체,2668,2077,1082,52.1,1664,1405,408,29,408
